Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,165.5534063177,168.4518044825,171.4872105575,183.0321701831,200.5371083047,219.2099524027,230.4858914454,238.9716489899,256.5276402848,235.2476818632,291.8764051352,333.2701288963,356.7459318255,353.5300906673,421.820167945,519.5679443277,517.6296622682,551.8019637524,591.1888220875,627.0417598703,690.9584867892,695.250138829,763.346763744,642.4632673774,707.9248097197,751.2411237472,629.2604590038,697.1868547892,760.1497283165,830.4242695666,944.2019116445,1041.5234479608,1185.7181212993,1258.9975519044,1321.7997134006,1428.1830042954,1370.7174379505,1210.2292488169,1120.8749284067,1045.9432083755,1168.1152306791,1375.1963159911,1640.4760683965,2011.2461540687,2291.6670621977,2602.4795486957,2747.4803267117,3181.4417083042,3213.3891579094,3327.7542472611,3547.7130118383,3514.4900968881
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,924.6147620107,1008.5258102763,1108.8494198002,1232.3224437312,1358.1494955292,1468.8111669492,1588.5925990549,1713.6349536555,1825.083869798,2002.8761156869,2231.817922013,2515.4446155716,3018.0383676453,3892.0277511362,4387.3757388617,5060.9938553709,5257.594334041,5956.58161518,7265.6871327763,8767.0718141331,9778.7459621108,8467.3159506009,8175.66796434,7960.085454593,7622.8355360342,7816.6918601032,10942.859800531,13497.4676665079,14794.0921414835,15046.4612916609,18847.3380038299,19521.4939582956,21437.6681176025,19555.177066105,20594.7879217399,23709.1635229042,23936.0199144706,21832.8720398481,22386.5598817842,22229.5868824681,20189.0172022174,20441.1013438043,22132.1889208357,27158.5772435666,30980.6405775437,31985.2909306889,33797.6309436675,38712.114800289,42226.8429250694,38482.2838829773,37610.8284311968,40613.2203787114,37593.1541638703,39097.5906390354,39765.193746967,34213.5121378444,34866.0960709045
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.986726547,150.9730942305,172.3215472424,187.0504478896,222.5454459134,217.150929236,231.2266102353,208.6209746807,208.1969486523,215.1392102518,201.7687981156,232.7945459144,287.4222243116,276.7508096461,297.8280588029,317.3294335866,326.0825641515,430.7544499381,482.1490904235,582.7755302375,,,,,582.7755302375
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,396.3922533376,450.053289247,520.20613138,609.4873840565,675.2416391412,774.7616093301,889.6598720115,968.306781766,950.5457405937,1077.6786999459,1208.9966617797,1358.4657467582,1704.1673613594,2241.4488465271,2742.4555845632,3201.1192013473,3270.4057286651,3617.7377589806,4344.6067061658,5754.5421834225,6191.7149450349,5356.5778318079,5145.6943835576,4466.3362639378,4477.7937240988,4686.8910692426,6495.8119966854,8217.2342568211,9676.7692524096,10652.957971473,13767.3814721712,14771.6723020292,16068.4267214444,13303.6761311749,13378.8498420644,15429.9394216199,16069.2070854158,14696.2161077085,15340.3321141928,15678.2152345407,14676.7060880231,15323.6113977547,17019.5354136605,21495.7074076474,24918.6458419994,26510.7174533426,28482.6094833461,32709.4010383771,35578.736189717,32333.4661042498,30736.0022781736,31834.2181562825,28562.2932404629,29210.0934234591,29600.4722482852,25683.8456530241,26528.4917900799
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3044.3837091108,3352.7337408889,3619.9454956801,4052.2922705903,4119.3473939081,4070.0328269871,4498.9570274315,5308.3477805933,7174.2374147337,8850.4651148479,10338.3132235799,12595.4106486304,16586.4052048847,18094.5480527831,14726.3182780587,14638.6048173457,17454.8434246435,17421.8902227378,19029.7745978842,19941.455322403,17074.9209104204,17574.6873552714
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,202.7919375506,207.5479862837,223.7872069258,204.8721662165,232.3715877362,233.8183803929,242.0451601077,242.7873277487,247.026547505,253.1929483784,270.2443934727,203.1645022416,164.9584363305,124.9830454374,133.7288538713,144.5003523721,140.8611257378,124.5056232315,119.1340818188,123.87620573,120.1789279112,111.363435556,118.8734465816,135.7623857965,161.6266247731,193.7949056425,243.3026822469,325.3825542651,379.7566385409,341.3099092005,354.8463543687,468.5067249075,502.1535887321,571.162275886,645.4637627222,706.7577540781
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,876.5348323553,946.205605573,1024.5699029284,1118.7074183882,1229.0199386569,1327.4095760043,1428.0089922639,1523.4207579256,1572.8736131494,1716.4971890734,1934.6468084527,2176.9070416535,2589.8509474688,3268.5654060375,3653.0184142224,4236.3586253859,4367.0165118796,4925.0383532661,6011.9194479086,7313.8884768529,8313.9647383546,7329.4993515143,7034.6277595542,6802.9433440683,6517.5062035155,6719.6505126201,9189.0768233972,11337.6195588427,12606.4517296914,12828.7390499211,15854.4968362435,16420.7419667237,17838.8752809839,16209.9784692681,17171.6772784078,19845.2735447442,20257.0195817572,19085.2344182611,19709.2455121578,19643.0928867989,18229.5514131609,18400.5076686108,20006.6956784377,24270.1326635065,27917.0387617095,29079.1260426471,30902.7013405565,35568.5381558206,38097.7975343967,33936.558194112,33658.097871293,36389.085226604,34194.3531562116,35536.8620805648,36579.6991817004,32047.7492417093,32058.7735845667
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.3577846034,571.4230158708,540.0540416585,599.8010547115,664.8546070435,786.5763569915,898.7369170312,1085.1745686647,1366.1439524794,1244.445327438,1447.3597176629,1531.9785300812,1615.2675898224,1686.8251817618,1733.7545187217,1547.821213993,1483.1440635546
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1179.3530109999,1327.427224366,1411.7023981804,1522.3192420995,1707.503938247,1882.0868576485,2010.2134561973,2034.1890496548,1907.0772721767,2178.0352504498,2467.4763465362,2718.2075518814,3180.005872638,4176.2727607876,5301.5427779955,6260.1912785093,6744.6969819958,7074.356529805,7634.4824076665,9339.1770757009,11232.274564422,10934.5680935815,10945.2773406605,10505.8336621689,10841.5671289286,11405.9336506035,14962.2553603914,18580.6586479255,22056.7017537988,23983.8457535829,28380.548911275,25503.2152090109,22337.4871236912,17617.0304386654,20305.5835495475,26273.4659031066,25777.6412996396,24676.4970769622,25989.407503518,26178.7917845508,24253.2504245786,24913.2445163584,26834.0262501804,32816.160880214,37636.1117341753,38969.171631813,41120.6765061581,48288.5490978186,53401.3148725198,47107.1557090705,46202.4151628454,50790.7241454802,47415.5598711351,49638.0771298139,49914.6186421589,42405.3974427998,43090.2475062997
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,285.542500529,287.3291439,291.5397067625,296.7729354427,310.8729969327,317.0729473412,316.1795868271,333.3091880386,334.6474530259,357.4594486961,422.4135104357,466.0437578584,583.3499301188,768.7384554884,987.9761701764,1186.7398794869,1182.1766267001,1202.7117638459,1360.8702620751,1640.6783289946,1893.0466653756,1898.5948893252,1786.9186139669,1638.6373271649,1681.97401592,1603.5867144984,1795.6053274438,1632.073424056,1535.4140626341,1632.1382913435,1834.9895724938,1881.569901444,2057.4066903132,2166.0527257447,2383.915146033,2540.7515183404,2714.2534996939,2641.0647494078,2070.1658466291,2408.1654658158,2076.0133076767,2038.8917287546,2259.055795751,2835.9739718899,3332.91853272,3658.6308323923,3749.9398134865,4078.8232700144,4177.6577887427,3369.4082466578,3651.9667840555,4353.1213924099,4546.7385044513,4763.0689555778,5046.0372802661,4921.8962087863,5153.3515443166
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1338.2996063057,1440.5543303289,1585.9172674285,1752.9644028355,1919.2667177056,2042.2403837278,2189.6708878716,2346.3629515483,2532.3147484766,2725.2176433187,2862.4692677335,3173.8400260794,3857.3727896017,4965.8547688263,5317.6195102198,6672.5113881643,6846.3521968113,7513.3449729884,9248.4416311044,11170.4601663549,12712.6013994711,11110.5597678072,10505.7354723033,10005.151671686,9432.2923568154,9775.3394345306,13557.1472150713,16324.3935591631,17696.5111500917,17704.9589834678,21795.2378254833,21782.4162038013,23937.0569176208,22503.2608510696,23625.5289969556,27037.9721319292,27015.2589591084,24359.4250618537,25101.3687369434,24799.2960096043,22465.6418414637,22527.3177509504,24275.2426027905,29691.1815836764,33874.7425478435,34879.7263291899,36544.5085344191,41600.5839748157,45413.065712185,41631.1314123702,40703.3427911985,43810.200880127,40838.024436834,42554.1220542413,42955.2428655883,36526.7701083069,36854.9682804756
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23737.4167662171,23982.8806710129,22479.578988392,24300.3785998986,26553.7465597833,30993.0770616633,34979.0816995871,35847.3937884576,40719.7234134938,47024.2225282975,49772.8658790973,46521.7909505985,47398.1136149575,50788.9394333691,48422.0075432037,53612.7134486511,,,53612.7134486511
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,1320.062470562,,,1275.8675581025,1296.3785825372,1355.1254604927,1436.9068242446,1528.0646936085,1682.2032611666,1756.1851044738,1908.9037273654,1909.3506322072,2065.0042768418,2019.9152698811,1906.8800575105,2029.2891590754,2046.6396453217,2170.9202099933,2240.0214622311,2257.7736649748,2293.579613541,2247.7954905843,2352.6837169008,2393.8458044737,2435.2461980624,2501.3840234308,2669.4007310504,2838.530728845,2998.8740480149,3148.074935026,3044.5468746987,3057.9435658319,3016.0112225063,3068.5077713295
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,283.4004646984,332.5047204234,358.560975155,299.2266457088,411.7685848166,425.2950372614,453.1317109832,490.30769809,520.3792450503,550.2859345467,548.7080134498,634.3151226355,702.1565945559,1157.1508180533,2425.3584190636,3320.8246935694,4533.8143798381,4138.857814497,3439.4259501344,4258.7639875592,5869.2794491342,5166.3139232309,4717.9816842157,4309.0466502057,4407.2843535079,4023.5816324505,3990.070881202,3742.6565366151,4253.6683665298,4517.9279765178,6251.0173846211,5523.1986540271,5566.3625373021,4244.9133314245,3958.5961859719,4565.5804989128,5111.3743313031,4663.1401064811,3827.9757927086,3883.3251881974,4116.4606926023,3976.104887497,4102.5527104335,4892.0116177685,5685.5777357368,6741.293948071,7027.7773445799,8352.8171005675,10094.0274577256,7603.6602225385,8754.1133759096,10716.2025830862,9774.1810173361,9679.7429951236,9692.1638737694,7388.9841443932,7179.3406611531
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1380.3062412626,1452.5447090136,1513.6514485493,1592.6144766156,1729.3999780357,1850.954768555,1959.6278296213,2023.6275637112,1896.3867486074,2032.347009645,2347.5443177375,2649.8015138722,3030.4325141198,3426.2762205038,3665.8627976419,4299.7456179928,4138.1677876154,4681.4399317304,5976.9381689999,7804.7620805116,10032.062080015,9599.3062222197,9146.0773570185,8691.5188130651,8179.1944406499,8652.2165424759,10611.112210096,13118.586534629,15987.1680775688,16239.2821960944,19095.4669984608,19900.7266505069,20487.1707852878,18389.0195675099,19709.2380983653,22755.5621228195,23947.958749578,26357.5271904696,27759.3342111026,28154.3712561647,27769.9312549996,27284.2240406095,29603.465763617,34007.8887574143,39824.7618053778,41524.0655354404,44016.7264104656,49949.1548811539,46523.2654539202,38010.1004506576,38709.9116622829,41240.4248558849,41538.3072616553,42407.3710146402,46412.1172713997,43929.6908131028,39899.3883948894
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.6401223992,1314.670670204,757.2235485054,550.0155426092,517.0870879409,569.0181381433,670.4611048091,774.6802032943,805.2726845206,628.8656516455,691.9977101053,733.9704142073,779.3845934799,928.0108227168,1207.3672275029,1530.057520905,1872.6804160672,2492.1287799453,3174.9490006864,2706.5885115817,2964.4770337309,3725.0632212159,4142.8691753655,4274.3768570296,4429.6500745149,3764.6409115904,3853.6499035292
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,182.9791912123,189.7133803338,195.119988539,210.9689784984,230.4311999077,266.3186457985,269.4592355726,216.8414257553,202.7618857091,233.651241967,257.6518516387,273.8227964092,232.5399135324,263.6859639697,301.3667987229,285.8295247167,275.8778954245,312.9993131848,353.7088730995,381.0361958319,411.5179165851,379.7977777741,351.3193892347,341.0872166271,358.3968189997,354.2199898419,437.0782412695,376.4318003606,375.181224477,368.9623970198,402.588881651,438.614319296,414.7673407826,375.3204353103,333.4049391915,385.7373195317,403.5344405319,391.3556799715,414.7684609953,417.767990729,263.1124678661,273.6596668468,309.484470257,373.281553686,423.1936389158,498.1723903624,922.9351676855,1090.6867177147,1224.4015535024,1086.7650383632,1312.6075573103,1574.9786533121,1629.8002222251,1814.492297022,1432.2279425605,1361.1139050484,1513.4610343275
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,367.6243837732,379.3634685883,429.2252767431,421.4479369813,441.4127932649,472.9737936402,485.974849103,457.7628487509,448.4475642301,469.2761014222,475.7463918972,453.8011509589,421.9982034046,399.973964367,340.0516917505,315.8398003237,322.8111709741,370.1931781162,386.3288282534,303.4244979858,296.6803082005,409.4567749652,437.446723821,436.6895538896,438.751334569,459.200901245,502.3485646229,540.1693204254,561.0997387322,554.0408766441,508.1450784273
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,108.3158256133,112.1570718955,96.732529366,103.6460073235,116.9206138131,121.0980781474,124.6716181299,153.4883771617,189.5059532947,221.0499973591,209.1491165917,250.2536952456,302.6196058382,353.9466887452,398.8965497737,349.7930893194,333.3047869669,317.0447339144,252.9422196004,308.3268474232,242.1717626868,274.3683932533,316.3194664964,322.4463052261,345.8558100764,727.034660998,729.0418880774,748.7842096317,719.9757072611,737.17879139,773.439337145,712.3318780559,723.7948295797,681.5374178813,635.5637584151,541.0558913105,440.9474785921,359.6521780572,413.8398773395,432.1929060669,439.3423673796,519.0452793735,607.947973507,549.3179560001,562.8517526622,517.7942062538,506.3853432952,486.0795247124,442.746689933,474.7165587197,473.1904362742
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,110.6077668373,108.1437635529,118.2791791817,118.1761216588,128.4556489051,139.9999231305,143.3215954651,146.1336163505,155.5708771643,149.5817782126,138.1697921544,189.970091966,198.7870729954,191.5174436292,157.9235540687,159.9275306028,141.299202444,184.2234317632,170.2919830701,215.6183146961,241.002484994,247.9384211769,212.9408098547,217.607532294,211.5952576143,223.3418401366,233.3095606941,227.6382679562,172.0601487581,183.8530105376,297.7519442887,309.4867490011,321.481320393,360.5718585343,393.3138243674,424.9534584924,418.9445003934,481.0694975966,583.5445621688,544.2220778756,543.9574108434,692.6009988973,607.7518832914,610.5663047034,642.6256153522,596.8717188726,620.2147647436
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,34.7414275227,40.6608268943,46.8305160523,233.4148053084,242.603591839,246.4471337674,224.037211225,219.5247223053,216.4051631125,215.2942484629,223.6245817069,288.9578604938,349.4832076614,401.5278073989,411.0052179591,421.5533676663,,,198.3467375845,136.010571036,152.41588666,141.3227027511,148.8405743112,173.0823549149,203.1981914859,239.2422021181,249.8835851894,213.1317932292,262.669455842,251.7022043172,295.9634763979,289.0884089921,206.9364080427,280.9695313393,443.6325955503,812.1715227682,654.1473102077,1052.8528178699,1702.6849010028,2283.879039439,2711.1701141691,3577.1761965953,6085.3489069204,10850.6333446261,12732.0275869622,15761.8391282779,22742.3815908012,16530.2093729134,17136.4456757583,21451.8861709069,21557.6527999109,20246.9930826625,19002.5973267139,10347.3125725971,8333.23826312
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,533.6863812326,597.2873210123,630.6139412938,701.6204177529,784.9543484329,888.9219979053,981.6523944701,1052.1209927657,1134.3561514754,1284.2123155908,1494.3878552535,1652.3265992595,1899.6752725147,2502.8143584933,2828.7484321974,3153.2353057472,3390.545483593,3886.3742527092,4694.6336833478,5705.9492741993,5893.6618097916,5380.2676828435,5579.2347715898,5019.8786526613,4852.5657284733,4813.7111799107,5656.5053560681,6564.8845026081,7598.0280533499,7846.6781640145,9600.1851296597,10188.3697801238,11176.4584362517,10401.9829861914,11091.2838606376,12959.3243186619,13749.1151520996,13427.8324937945,13472.1376415276,13245.1894634121,12042.9537310995,12538.1788278361,14110.3133911078,18477.578411927,21955.1040911595,22551.735744099,24801.1578065035,28827.3263555224,31997.2820108813,29710.9702950284,26917.7589787254,25916.2935289351,22242.681934771,21874.8195041667,21673.7810702225,18007.7899088689,18103.9693224025
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,792.7625209038,991.5730501532,1154.4165186323,1246.0025508346,1276.9058747614,1347.4513110827,1373.1682265169,1478.4111047526,1678.8626827737,1873.2165262933,2163.5094549168,2410.286591174,2759.6820677639,2888.3475064442,3118.1485474941,3191.0168514365,3151.5405418134,3270.5780207047,3413.0220308584,3640.138898075,3878.3903198703,4401.4213829856,4751.5759890527,5117.5899228527,5109.9587152077,5292.2323792941,5773.0735766291,5836.1770631292,6754.5123925079,6764.7228669512,7322.5968617238,7946.944346444,7395.0881252504,7365.6666592364,7410.408438417,7583.187001907,7955.615984792,8569.7769977574,9212.1928243363,9469.2191806966
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,1498.2764367816,1876.5032387469,2196.7117113453,2860.2805764012,3432.7060329128,4257.949711754,4844.6763292742,5713.9549190499,7235.5497409832,8480.6948268145,9483.1730760734,8544.0583286126,7813.6906673353,7988.170958612,7198.7022474938,7760.828404483,11271.3214290252,14554.3875384826,16398.0110939363,16813.6839491482,18326.8051234609,18315.1963031585,18768.9301437197,16797.4588562842,18123.9630348205,21665.7018983672,21422.3575434047,19145.4960362523,20496.661371851,20170.4384160027,19004.1072910304,19275.4733376066,20652.8783287878,24801.6590300536,28497.5201604015,29088.8268326534,32035.0806542734,36232.6827357126,41022.994213564,41277.467889296,40532.5081049666,44212.4411398304,42398.6336725626,43967.1501550467,45317.1142867938,39569.1057905441,39569.1057905441
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,247.8419862319,248.3082084701,256.1685067298,274.7899580242,274.6197897069,273.4040137043,277.4102446105,281.6528049306,303.2034513044,313.8589577701,338.6820430212,343.3624889283,353.6609113387,420.8677981761,504.3304624064,566.6854427169,661.4878984073,810.0638886967,875.4950240168,971.3565090496,1081.725043005,1152.8178040332,1138.7597407594,1153.2376795992,1177.4364510698,1179.8035556727,857.0094669665,820.0383465515,886.800827183,929.3140585368,825.8073880974,991.8622727278,1075.4282171785,1147.026434974,1276.3327268393,1408.0321798614,1472.276954393,1633.9726244454,1742.0811287967,1608.692889819,1655.5962607171,1568.3762756518,1701.7714911845,1753.3494711586,1872.7370829884,2077.8343804145,2256.5672396449,2489.9558363678,2794.2218092223,2635.7534744126,2825.5240695338,3187.8452958941,3299.6051393637,3452.8289336951,3687.763766766,3923.5733436471,4146.7441286273
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21536.5038969302,22572.5046603345,24396.1062372311,26495.8775773033,26555.6452019565,27540.8391300242,29056.4969975163,30025.5603494294,30700.4340081784,30862.1099963677,32499.234245779,33446.6095089634,34578.5160933607,35439.4704475361,35439.4704475361
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,297.6732990794,315.3854595026,321.5457671396,282.3063385018,305.3616111885,327.1142226918,344.1665234852,370.1541723025,334.8412728486,358.32093655,379.8937205469,395.2029189389,395.2929468341,420.6615816719,588.1362199135,663.4010019115,602.6248473348,590.06537045,658.438565168,683.3330327444,773.1816707748,729.6069588335,616.9631588514,628.1976888487,564.5264180356,588.6134094285,660.1415373943,468.1043410069,551.1960875467,509.3163682161,533.5362053885,452.3893534623,492.2665978246,586.9712338679,713.2335202336,816.5429328805,925.8985581681,985.0468890147,946.6703474225,919.8665766225,946.0599371666,925.5825046274,960.8674827119,986.7958172748,1045.5886096061,1098.4552156133,1945.6309053347,2327.0583241682,2576.1249570967,2716.3525599445,3026.2812116501,3439.5975134625,3785.9356650841,3944.178173279,4030.802320621,4136.6899187559,4456.5536973549
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1405.0233700151,1464.8136295284,1561.6656426704,1660.0915773665,1790.4314688244,1921.1745531661,2084.3390113596,2212.6442193979,2376.0324577744,2579.7807538679,2809.8754051876,3086.2071558757,3543.7554250524,4247.6131473621,4743.1080222664,5238.3866244398,5660.422521324,6357.4259517383,7551.4533990559,8658.3879279353,9593.5183348758,9663.1276048778,9497.0672865645,9735.1646681039,10086.5122299738,10532.9166095648,12694.7986942726,14601.2316096755,16331.7921304977,16982.0983744365,18946.6002061712,19872.3767810075,21245.6133675123,21273.4839681279,22637.0500864227,24920.7219005823,24969.7107632034,24396.6359816202,24321.1137852905,25391.1783824714,25755.8063315815,25340.8215249828,26235.6403343559,29221.5164490569,32304.0888317643,33920.8841273916,35531.335861155,38531.3119425119,40584.1007813852,37756.6082039005,39310.3972291922,42219.0666635245,41991.6272448797,42192.3509847406,42780.3424607954,40078.054142232,40677.6835120141
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,429.4428743921,436.7544115204,487.8211340508,565.727810358,629.5915257845,676.8055071101,685.9266141351,723.2392256167,714.4829695806,825.523449142,960.0319615107,1106.4697169592,1384.7384373227,1893.1812418946,2144.6077129514,2252.1118813686,2850.0146101832,3429.4202760725,3923.9437313276,4569.4537072422,5700.4126343582,5991.3202614197,6133.7840786052,5595.2351386385,6208.226159372,6542.9315367431,7435.0306975942,9071.3326021172,10609.7456394545,12097.7751586818,13485.5448929565,15465.8588553349,17976.4293827655,20395.5173666776,22502.5797409692,23497.4923138193,24818.1545523517,27330.0333502807,25808.970952453,25091.6665997966,25756.6637783278,25230.2163329516,24665.8899982779,23977.0194516698,24928.1003722551,26649.750801707,28224.2150609389,30594.0178410231,31515.6627713018,30697.340383517,32549.998231121,35142.4879344543,36707.7742282554,38357.8267596475,40247.3669145832,42351.0245957363,43681.1405799513
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,164.6443187286,169.9097551191,179.8759725596,185.0492645171,200.4346405444,216.8149325877,227.7407676887,240.547229866,252.584519943,253.2685286957,266.135720383,261.2463703373,278.6150126661,307.3431438393,338.1543343573,356.4563796019,414.621482561,497.9368057181,557.9646968397,631.2619632065,697.6075405773,743.3551510729,742.4583771985,763.2680648587,798.8183553488,850.1142906795,863.5745136569,914.2842689821,849.0333116058,740.2050067011,615.2733629252,601.661606542,651.5995241961,644.9558302893,618.1502584493,685.0618746261,687.4814198801,773.4757317111,840.1475796955,845.1088225511,1088.7831650427,1130.4050460227,1132.8720008777,1157.3042704044,1217.6579606611,1311.7417144257,1437.6287853746,1592.5721816708,1751.5958565077,1815.4894964408,1932.8582899969,2120.5847978164,2178.3830247597,2136.7739050333,2242.7119119469,2326.1585061902,2361.157619509
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,108.1053534836,108.4080854376,115.4149626063,136.3756894088,118.449279779,135.2423964236,143.8318368247,137.2777507307,139.9527631321,152.201034038,155.4070347336,163.1960147394,172.0961421869,202.0195708964,242.270824237,266.9783839458,276.4378955714,318.3860411262,352.2715433903,384.2172807336,392.7712989636,382.5727442711,372.0312902602,341.6143177151,332.2003377213,339.3815570766,378.6931687647,405.8115293551,393.2292423826,367.9784144441,364.2602320054,363.6577808472,322.3147237416,318.1821986097,274.8722949602,305.1561507259,310.6407848937,317.0669769871,317.8146275809,309.6578759031,326.4889258771,301.7222747275,318.7052466333,352.4254041046,393.4305973558,442.0727633197,513.4694822885,594.1940819466,696.3124780981,688.2895822111,735.0223490275,799.4415613057,837.8669904926,882.5291294445,912.5077354741,877.1027626876,861.5101555247
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4794.9372125133,5268.8056736451,5210.4302391096,5650.3320164862,5135.4733413906,4919.6280687083,5245.4214194414,6053.7160373911,7805.8814183311,9365.7424680119,10224.2405855179,11363.4184456056,13546.6987224454,15893.8605622792,14157.144161951,13505.7458630323,14539.1842057182,13235.9775701749,13574.7400890627,13467.4682686752,11579.6670403193,12090.6665635703
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.549267775,305.5553692361,249.4127466258,282.4227010733,359.7676568712,365.0113863236,411.6086440363,450.9186158811,494.2324205585,462.4806524335,413.7383163624,393.0163027452,329.78209461,387.9429725367,465.3101875765,505.470620634,615.8198191814,674.7564146746,668.2976045846,662.2795181624,740.9358452161,766.8437623189,810.2656073019,830.1148117477,814.5463952169,739.5954362537
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3340.3495890685,3724.0588598466,3862.5300052473,4161.0298428088,4481.4140630217,4513.3445190276,4584.6465918685,4739.8173289978,4793.6099174064,4623.4067115994,5270.8053636932,6650.6440034625,8396.2530229412,10259.5260647721,11161.7244084585,11398.7658351748,13842.6054926173,15669.2592867275,12967.1654278758,13025.533794363,14048.8795825413,12834.3234884048,13613.6014689502,14117.9766762093,12365.6260256139,12664.8474351203
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,153.5851401085,145.1804029542,148.9619456788,155.2734454984,171.9781191234,184.7518203718,186.1174599214,186.93532977,193.1576076585,210.9844921297,223.5811263703,238.7417896992,262.7287801917,330.7399770491,408.6672089875,432.9806181852,463.2663568591,515.8604568286,546.3754342668,642.4056466457,739.4367897462,787.7390848242,766.8649522457,742.7817017473,742.8070407983,769.144494342,790.3844952806,795.0302129387,848.9177832296,892.8983761802,992.9112065048,1053.1458074038,1033.0237005918,1092.1951846152,1179.4049125471,1305.9467640693,1405.9822211056,1468.3772754349,1408.3991587211,1351.0003438462,1451.1167231586,1453.7622449629,1460.1049439243,1630.9055472839,1919.5388781314,2269.8754425884,2663.0141056894,3280.2262795645,3900.9670471548,3747.0145831359,4506.6112511277,5278.6354466531,5534.6079818534,5804.9210984923,5943.2869868942,5562.1478540049,5519.0395074629
